"numeroArticle","texteArticle"
"v4-1824-14","Decret de prise-de-corps , est un jugement rendu en matiere criminelle, qui ordonne qu’un accusé sera pris & apprehendé au corps, si faire se peut, & constitué prisonnier, pour être oüi & interrogé sur les faits résultans des charges & informations & autres sur lesquels le procureur du roi voudra le faire oüir ; sinon qu’après la perquisition de sa personne, il sera assigné à comparoir à quinzaine & par un seul cri public, à la huitaine ensuivant. Le decret porte aussi que les biens de l’accusé seront saisis & annotés ; au lieu que les jugemens rendus en matiere civile, qui condamnent un débiteur, & par corps, à payer ou rendre quelque chose, ordonnent seulement que faute d’y satisfaire, il sera constitué prisonnier & detenu dans les prisons jusqu’à ce qu’il ait satisfait. On ordonne le decret de prise-de-corps dans plusieurs cas, savoir : °. Lorsque l’accusé n’a pas comparu sur l’ajournement personnel à lui donné. °. Sur la seule notorieté publique pour un crime de duel. °. Contre les vagabonds & gens sans aveu sur la plainte du procureur d’office, ou sur celle des maîtres contre leurs domestiques. °. Lorsque l’accusé est pris en flagrant délit, ou arrêté à la clameur publique ; auquel cas après qu’il a été conduit dans les prisons, le juge ordonne qu’il sera arrêté & écroué, & l’écroue lui est signifié parlant à sa personne. °. Hors les cas dont on vient de parler, on n’ordonne le decret de prise de-corps que sur le vû des charges & informations : on en peut ordonner contre toutes sortes de personnes, lorsqu’elles paroissent coupables de quelque crime grave & qui merite peine afflictive ou au moins infamante. Le juge peut, si le cas le requiert, decréter de prise-de-corps des quidams non connus, sous la désignation de leur habit & autres marques, & même sur l’indication qui en sera faite par certaines personnes. Quand l’accusé est domicilié, on ne décerne pas facilement le decret de prise-de-corps , sur-tout si c’est contre un officier public, afin de ne pas compromettre trop légerement l’état d’un homme qui peut se trouver innocent ; il faut que le titre d’accusation soit grave ou qu’il y ait soupçon de fuite. Les decrets , même de prise-de-corps , s’exécutent nonobstant toutes appellations, même comme de juge incompétent ou récusé, & toutes autres, sans demander permission ni pareatis . Les lieutenans généraux des provinces & villes, les baillis & sénéchaux, les maires & échevins, les prevôt de maréchaux, vice-baillis, vice-séné- ​ ​ chaux, leurs lieutenans, & archers, sont tenus de prêter main-forte à l’exécution des decrets & autres ordonnances de justice. Les accusés qui sont arrêtés, doivent être incessamment conduits dans les prisons publiques, soit royales ou seigneuriales, sans pouvoir être detenus dans des maisons particulieres, si ce n’est pendant leur conduite & en cas de péril d’enlevement, dont il doit être fait mention dans le procès-verbal de capture & de conduite. Les procureurs du roi des justices royales doivent envoyer aux procureurs généraux, chacun dans leur ressort, au mois de Janvier & de Juillet de chaque année, un état signé par les lieutenans criminels & par eux, des écroues & recommandations faites pendant les six mois précédens dans les prisons de leurs siéges, & qui n’ont point été suivies de jugement définitif, contenant la date des decrets , écroues, & recommandations, le nom, surnom, qualité, & demeure des accusés, & sommairement le titre d’accusation & l’état de la procédure : les procureurs fiscaux des justices seigneuriales sont obligés de faire la même chose à l’égard des procureurs du roi des siéges royaux où ces justices ressortissent. Aucun prisonnier pour crime ne peut être élargi que par ordonnance du juge, & après avoir vû les informations, l’interrogatoire, les conclusions du ministere public, & les réponses de la partie civile s’il y en a une, ou les sommations qui lui ont été faites de fournir ses réponses. Les accusés ne peuvent pas non plus être élargis après le jugement, s’il porte condamnation de peine afflictive, ou que le ministere public en appelle, quand les parties civiles y consentiroient, & que les amendes, aumônes, & réparations auroient été consignées. Voyez l’ordonn. de , tit. . ( A ) ​ ​"
"v4-2-32","Conseillers-Rapporteurs des Criées , étoient des officiers créés par Henri IV. dans chaque jurisdiction royale de Normandie, auxquels il avoit attribué le droit de faire seuls les rapports des criées, & de rapporter les affaires d’une autre nature concurremment avec les officiers du siége. Ces offices furent supprimés, de même que toutes les anciennes charges de rapporteurs & de vérificateurs des saisies & criées, par l’édit du mois d’Octobre , par lequel le roi créa en même tems de nouvelles charges de certificateurs des criées. Voyez le traité de la vente des immeubles par decret de M. d’Hericourt, ch. viij. & ci-devant Certificateur , & ci-après Criées . ( A ) ​ ​"
"v4-2115-10","Depens reservés , sont ceux sur lesquels le juge a remis à faire droit, soir après que l’on aura rempli quelque préalable, ou lorsqu’on jugera le fonds. Dans ce cas il reserve les dépens ; & lorsqu’ensuite il prononce sur ces mêmes dépens , s’il les adjuge, il les qualifie de dépens reservés , pour les distinguer des autres dépens qui n’avoient point été reservés. Sur la matiere des dépens , il faut voir au code Théodosien & dans celui de Justinien , les titres de fructibus & litum expensis ; & encore au code, les titres de sportulis , &c. & de sumptuum recuperatione ; aux institutes , le titre de pana temere litigantium ; les novelles & . André Guil. lib. I. observat. . Fontanon, tom. I. liv. III. tit. xx. & tit. liij . Joly des offices de France, tome I. liv. I. tit. xlviij . Bouchel, en sa bibliot. du dr. fr. au mot taxe , & aux mots consorts à plaider , & contrainte par corps . Papon, liv. X V III. tit. ij. & vj. & liv. XIX. tit. ij. & vij . L’ ordonn. de , tit. xxxj . L’ ordon. de , tit. vij. Le code Gillet. Lapeirere, au mot dépens . Guy pape, quest. ; & Chorier, ibid . Basset, tom. II. liv. II. tit. ij. ch. j. & tit. xxxj. ch. xv. Carondas, liv. XII. rep. & . Boniface, tome II. liv. IV. tit. xx . La Rocheflavin, liv. II. tit. jv. arr. . Bouvot, tom. II. au mot dépens . Franc. Marc. tom. I. quest . ​ . . & ; & t. II. quest. . . & . Catelan, l. I. ch. xxxjx. & l. II. ch. lj. Pinault, tome I. arr. . & . Rebuffe, sur le concordat, tit. de mandat apostol. §. declarantes . Le Prêtre, cent. IV. chap. lxviij. Journal du palais, arrêt du Janvier . Basnage, sur l’art. . de Normandie ; Maynard, liv. II. chap. ljv . Dupérier, tom. II. pag. . & . Ricard, art. . de la coûtume de Paris ; Auzanet, liv. III. des arr. ch. xij . Voyez aussi aux mots Contrôle , Déclaration , Frais , Exécutoire , Iterato , Mémoire , Taxe . ( A ) ​ ​"
"v4-2136-5","Dépôt volontaire , est opposé au dépôt forcé ; celui que l’on fait librement, & entre les mains de telle personne que l’on juge à propos. Sur les regles du dépôt, voyez au digeste depositi, vel contra ; au code l. IV. tit. xxxjv. inst. lib. III. tit. xv. §. . nov. & . Domat, liv. I. tit. vij. & tom II. liv. III. tit. j. sect. . n. . Bouchel, biblioth. du droit françois , au mot dépôt ; Despeisses, tom. I. p. . Dumolin, cons. . coût. de Paris, art. clxxxij . & les commentateurs sur cet article ; Argon, tit. du dépôt ; l’auteur des maximes journalieres , au mot dépôt . ( A ) ​ ​"
"v4-2229-1","Desertion d’un bénéfice , est lorsqu’un bénéficier a disparu sans que l’on sache ce qu’il est devenu : après un an de son absence, on peut obtenir des provisions de son bénéfice comme vacant par desertion ; & celui qui est ainsi pourvû doit être maintenu quant à présent préférablement à celui qui est pourvû per obitum , jusqu’à ce que la vérité du fait soit éclaircie, parce la présomption de droit est qu’il est vivant. Au reste cette maintenue n’est qu’une espece de provision qui cesse dès que l’ancien titulaire reparoît. Voyez le journ. des aud. tome V. pag. . arr. du Juill. . ( A ) ​ ​"
"v4-2273-0","DESTINATION , s. f. ( Jurisprud. ) ​ ​ est la disposition que l’on entend faire de quelque chose. L’effet de la simple destination , quoique non remplie, ne laisse pas de produire son effet quand elle est bien prouvée. Ainsi des deniers que l’on a stipulés qui seroient employés en achat d’héritages, seront réputés propres à l’égard de la communauté. Un bâtiment commencé en forme de collége ou d’hôpital, est acquis au public par sa seule destination , qui dans ce cas forme ce que l’on appelle une pollicitation . Voyez Pollicitation . ( A ) ​ ​"
"v4-2540-0","DILIGENCE , s. f. ( Jurispr. ) ​ ​ en terme de pratique est ordinairement synonyme de poursuite ; par exemple, on dit, qu’un seigneur est demandeur, poursuite & diligence de son procureur fiscal . Le juge ordonne qu’une partie fera ses diligences contre un tiers, ou qu’elle fera diligence de mettre une instance en état, ou de faire juger l’appel. Loyseau, en son traité des offices, liv. I. chap. jv. num. . dit que les cautions des comptables ne sont contraignables qu’après diligences faites sur les personnes & meubles exploitables des comptables, & observe que la diligence requise par cette ordonnance est bien différente de la discussion ordonnée par la novelle . de Justinien, qui doit être faite usque ad saccum & peram . En matiere bénéficiale, lorsqu’il y a plusieurs prétendans droit à un même bénéfice, qui viennent tous au même titre, le plus diligent est préféré, excepté entre gradués, où le plus ancien est préféré au plus diligent. Voyez Gradués . ( A ) ​ ​"
"v4-2638-21","Dispense du serment : on n’en accorde point pour les affirmations ordonnées en justice ; aucune dignité n’en est exempte. A l’égard du serment que les officiers doivent à leur reception, on ne connoît qu’un seul exemple de dispense accordée dans ce cas, qui est celui de la reine mere de Louis XIV. ce Roi lui ayant donné la charge de grand-maître, chef & sur-intendant général de la navigation & commerce, la dispensa du serment. Les lettres patentes du Juillet portent ; sans que la présente dispense puisse être alléguée & tirée en exemple à l’avenir pour toute autre personne, de quelque qualité, dignité & naissance que ce soit. ( A ) ​ ​"
"v4-2643-24","Disposition prohibitive , est une disposition d’une loi ou d’un jugement, qui défend de faire quelque chose. Il n’est pas permis aux parties de déroger à ces sortes de dispositions : tel est, par exemple, l’ article . de la coûtume de Normandie, qui porte : « quelque accord ou convenant qui ait été fait par contrat de mariage, les femmes ne peuvent avoir plus grande part aux conquêts faits par le mari, que celle qui est reglée par la coûtume à laquelle les contractans ne peuvent déroger ». Cette disposition est tout à la fois prohibitive négative. Il y a des dispositions où la prohibition n’est pas si marquée, & qui ne laissent pas d’être prohibitives négatives ; telles que l’ article . de la coûtume de Paris, « nul ne peut être héritier & légataire ». Voyez ci-devant Disposition négative , & la treizieme question des dissertations de M. Boulenois. ( A ) ​ ​"
"v4-2660-3","Dissolution de Communauté , est la cessation de la communauté de biens qui avoit lieu entre conjoints. Cette dissolution arrive par la mort naturelle ou civile de l’un des conjoints, par la séparation de biens. Pour opérer la dissolution de la communauté, quand il y a des enfans mineurs du conjoint prédécédé, il faut que le survivant fasse inventaire avec un légitime contradicteur, & qu’il le fasse clore dans les coûtumes qui exigent cette formalité ; quand le tout est fait dans le tems reglé par la coûtume, la dissolution de la communauté a un effet rétroactif au jour du décès : faute d’inventaire & de clôture dans les coûtumes où elle est nécessaire, la communauté continue. Voyez Clôture , Communauté , Continuation de Communauté , & Inventaire , Mineur . ( A ) ​ ​"
"v4-2719-21","Dixmes insolites , sont celles qui sont extraordinaires, soit par rapport à la nature des fruits sur lesquels elles se perçoivent, soit par rapport à la quotité & à la forme de la perception, & qui de mémoire d’homme n’ont jamais été payées dans la paroisse. Ce qui détermine si une dixme est insolite ou non, ce n’est pas la qualité de la dixme , mais l’usage du lieu : ainsi la même dixme peut être ordinaire dans un lieu & insolite dans un autre. Cependant par le terme de dixme insolite on entend ordinairement celle qui est exorbitante de l’usage commun, telles que sont dans la plûpart des pays les dixmes des légumes & des fruits tendres & à couteau. L’ordonnance de Philippe le Bel de l’an , appellée vulgairement la philippine , défend aux ecclésiastiques de lever aucune dixme insolite & non accoûtumée, & l’exécution de cette ordonnance appartient au juge royal ; ce que Dumolin en ses notes sur le conseil . d’Alexandre, liv. IV . dit avoir été toûjours gardé inviolablement dans ce royaume. On observe aussi la même chose dans les états voisins. ​ L’empereur Charles-Quint, par édit du premier Octobre donné à Malines, ordonna que les ecclésiastiques se contenteroient des dixmes accoûtumées, sans en exiger de nouvelles & inusitées ; & que l’interprétation de ces droits de dixmes insolites appartiendroit aux consuls & juges ordinaires. Covarruvias, variar. cap. xvij. n. . dit que cela s’observe de même en Espagne ; ce qui est encore confirmé par deux autres auteurs espagnols, Barbosa, ad l. titia, ff. solut. matrim . & par Olivanus, en son traité de jure fisci . Par les anciennes lois d’Angleterre des rois Edgar, Ethelstan, Canut, & Edoüard, traduites par Guillaume Lambard, il est parlé du dixieme poulain d’un haras, du douzieme veau, du dixieme fromage, du dixieme cochon, de la douzieme toison des brebis ; & suivant ces lois, ceux qui refusent de payer ces dixmes insolites peuvent être assignés devant le prevôt royal : mais il faut noter que la plûpart des dixmes . dont il vient d’être parlé, & qui sont qualifiées d’ insolites , ne sont pas réputées telles en d’autres pays ; cela dépend de l’usage du pays. ( A ) ​ ​"
